UserID,Age,Gender,FitnessGoal,ActivityPreference,CurrentFitnessLevel,BodyMassIndex,HealthConditions,TimeAvailability,DietPreference,RecommendedWorkout,RecommendedDiet
U0483,35,Non-Binary,Muscle Gain,Strength Training,Intermediate,28.7,Diabetes,2,Vegetarian,Swimming,Balanced
U0484,39,Female,General Fitness,Cardio,Intermediate,26.4,Diabetes,5,Vegetarian,Weightlifting,Low-Carb
U0485,33,Non-Binary,General Fitness,Cardio,Intermediate,23.1,Hypertension,10,Vegan,HIIT,Low-Carb
U0486,42,Male,General Fitness,Swimming,Intermediate,27.9,Diabetes,8,Non-Vegetarian,Weightlifting,Low-Carb
U0487,52,Female,Muscle Gain,Cardio,Advanced,22.4,None,6,Vegetarian,Weightlifting,Low-Carb
U0488,42,Non-Binary,Muscle Gain,Swimming,Advanced,19.8,None,1,Keto,Swimming,Low-Carb
U0489,20,Male,Muscle Gain,Strength Training,Beginner,29.3,Asthma,1,Keto,Weightlifting,Low-Carb
U0490,59,Male,Weight Loss,Strength Training,Advanced,27.1,Hypertension,9,Vegetarian,Swimming,Low-Carb
U0491,39,Male,General Fitness,Yoga,Beginner,28.1,Diabetes,10,Keto,Yoga,Balanced
U0492,58,Male,Muscle Gain,Yoga,Beginner,21.1,None,6,Vegan,Yoga,High-Protein
U0493,59,Male,Endurance,Strength Training,Advanced,21.1,Asthma,8,Non-Vegetarian,HIIT,Calorie-Deficit
U0494,30,Male,General Fitness,Swimming,Intermediate,27.5,None,5,Non-Vegetarian,HIIT,Calorie-Deficit
U0495,58,Non-Binary,Endurance,Yoga,Beginner,29.9,Hypertension,1,Keto,Yoga,Calorie-Deficit
U0496,41,Non-Binary,General Fitness,Swimming,Beginner,24.2,Diabetes,5,Keto,Yoga,Balanced
U0497,23,Female,Endurance,Cardio,Beginner,27.8,Diabetes,9,Keto,Weightlifting,Balanced
U0498,22,Male,General Fitness,Strength Training,Beginner,27.6,Diabetes,5,Vegetarian,Swimming,Balanced
U0499,49,Non-Binary,General Fitness,Swimming,Beginner,29.4,Diabetes,2,Vegetarian,HIIT,High-Protein
U0500,58,Male,General Fitness,Yoga,Intermediate,26.2,Asthma,8,Non-Vegetarian,HIIT,Calorie-Deficit
